,train,val,test
1848,0.6926179432850921,0.635610408629584,0.4705040478387703
882,0.9036825198301927,0.9012415254398007,0.4877142177206547
895,0.9904154143813988,0.7575063463956948,0.9837428772836007
798,0.958544050772652,0.9585413951588398,0.46987251700826405
893,0.8972093486083526,0.692933534279353,0.3323393746254465
1703,0.6785202519263767,0.43340785313114294,-0.09194162919181825
1883,0.9782980298074885,0.9902878973256382,0.9524243809653739
1761,0.7305356714516829,0.5781893567312126,0.6742286402018438
536,0.6360821763314015,0.680361412827944,0.698934950012626
920,0.9722430287488327,0.9556291678806611,0.755509382163686
1683,0.8623641737019183,0.710188509339415,0.6627694013152463
574,0.7653470280854228,0.6099160773353338,0.7148828273641021
1752,0.9830283421371236,0.9502627874022254,0.9804256594817403
1655,0.823030119826696,0.7454476657874088,0.7165998594638947
399,0.9833998379952895,0.985398434610341,0.8538600951023768
753,0.6536424985111609,0.06997752912327948,0.22223229301152758
292,0.8927814602687157,0.8867109133280612,0.8635540095665287
384,0.6765566139190573,0.6035039922582669,0.7469697483572211
509,0.8206136083847164,0.7424569178970994,0.6898981743039394
1587,0.8086747248874758,0.6374112548802247,0.5261670416122184
870,0.47994762939946145,0.4170540711365751,0.6040461042707306
373,0.8416571063177358,0.7973850872006947,0.7614877456852652
784,0.9499843572826104,0.8451971864138679,0.5937125279983753
511,0.9603698299021595,0.9269775064638398,0.9423085489843654
449,0.8819188457776538,0.9213760461369995,0.8137075242755216
7318,0.9919815042605904,0.9811701060487275,0.9902125380364268
386,0.8738053562191318,0.6950131888722384,0.7110678777917206
1869,0.6882322060956392,0.7497215326427173,0.4731316083451461
1739,0.9306626075795025,0.8516104910879545,0.8598316769893106
355,0.8692304611046321,0.8424607125576193,0.8019986278494489
1776,0.9619093333023763,0.9097655183466937,0.841257975982495
204,0.9304072286465236,0.891430353815972,0.4914701064749116
378,0.6403998187812968,0.643904759917906,0.6014217033328157
1125,0.6617094662609098,0.5043166023480832,0.6736231230940665
300,0.6937194549835184,0.108699944677498,0.4084879707890602
415,0.9638749515992061,0.9814570692219594,0.8427809450548948
780,0.8801349336180011,0.817273593291876,0.5697668768406543
57,0.8362438829842803,0.7358600938597967,0.8054700113181982
1753,0.9091796462252493,0.8336076475293803,0.8785168291714001
1586,0.9765959740184891,0.9617068445392523,0.8915130668522672
1192,0.9900622369648551,0.9887979828793886,0.9632678158082274
502,0.8612821210791525,0.771549781972771,0.7943014564384903
1112,0.6568874386692665,0.5919457868270555,0.6341221082477678
416,0.8211671027558979,0.8193452864852133,0.6800772506213323
1017,0.7828585228919476,0.7413432160857121,0.7005803115722196
1740,0.8109507850739344,0.771972630605481,0.6832722834125295
1744,0.9433351279020384,0.8322252216213577,0.8706705011223372
939,0.6881338361460314,-0.22961340716720113,-1.4033745183498807
506,0.4903941664591578,0.5129380790498865,0.41905808632830766
1086,0.17304164181906923,0.007159541829898641,0.029768216392268454
1121,0.6617094662609098,0.5043166023480832,0.6736231230940665
297,0.27597612404052685,-0.09952300226633226,-0.1191915360592628
1067,0.6137037946106658,0.5884401217687751,0.6152709961792044
390,0.8246628022758103,0.8117304453454064,0.7054085892302107
953,0.35832986689111823,0.0007587738175021119,0.013558392856891088
398,0.825317549332138,0.8332293082405118,0.7256114507384439
1042,0.5010758118527237,0.18545081744627512,0.300567549113229
1754,0.6515242833896329,0.5784644088449937,0.39235070984212794
1036,0.5709461755614323,0.4469053335180003,0.38106358784426986
505,0.43888416260211127,0.44212182056874016,0.3486514532731988
884,0.8831566825723809,0.8350660375409183,0.9396075744391481
541,0.4133028306742529,0.23443356875500232,0.2698087374382656
885,0.830477535084781,0.7650921859996225,0.33393786058318053
542,0.9922884488134931,0.9906289676965635,0.9762073057356123
293,0.7765112123934296,0.6636244779812315,0.7284192901972699
1755,0.8180404402298189,0.7554248425335797,0.7266327084310198
597,0.5586177808747835,0.02104039868569596,-0.00031551921518579995
367,0.8390348516560393,0.8023403436470598,0.7902723246382514
1026,0.6923142514636957,0.5647788920132102,0.6000157805280169
1592,0.6927293315654741,0.6873844706932748,0.5705551732474146
522,0.8070246942700883,0.760181611838399,0.8686823637380703
1714,0.8940377426096715,0.766935858298863,0.7428566919288871
1092,0.8231514503159553,0.7992469167492569,0.718559594333667
393,0.8328312157847433,0.7113187970210149,0.7516975692015997
60,0.8441172685001925,0.8758628640563431,0.7686327279225132
1237,0.7217391406039744,0.6764180315522673,0.597696373679828
456,0.8597887063829304,0.7843868247225174,0.40947581665336774
131,0.5788769633579877,0.5104952082762415,0.37829209141971776
63,0.7887152670000543,0.8473273523233877,0.811075880724537
837,0.9723993840323601,0.8092890434994258,0.1822294315651164
1762,0.5951602948920478,0.4464784541985636,0.5469111399799764
421,0.7392712312150413,0.49233482027626296,0.5027208900324496
1756,0.7248542722223179,0.0711962941964871,0.4270992508159276
872,0.34685716773220543,0.10200190872796289,0.003687046118462045
517,0.6730554371303799,0.5182212140350461,0.3556566793870183
7313,0.8792584188325566,0.7305620704087872,0.8728813928379464
307,0.4997283491630292,0.24114974468623873,0.5880974637076162
1851,0.32974134184005177,0.2831966906919443,0.3638565559698925
1101,0.6127880406699049,0.5618092949540638,0.37079765782511864
488,0.5775837479322499,0.5389354826379404,0.3390048963654596
1634,0.8109507850739344,0.771972630605481,0.6832722834125295
1796,0.9697023337644788,0.9438800375256503,0.9330210949280173
898,0.8869444459675796,0.8850935762054688,0.8676696953067679
572,0.19976698028700357,0.83715077289514,0.637905427222303
1864,0.6000223426177698,0.6308952305097946,0.3571103572183568
423,0.8906789369255699,0.8580767778894683,0.9010852540000623
55,0.7453985075192688,0.7943041636852887,0.7889709928776191
497,0.5670487284176009,0.7600223486212232,0.6944097899124462
938,0.5827890247498309,0.33565938031780473,-0.0683933664128944
362,0.7482169074701779,0.5398111366476457,0.7570605448323555
1645,0.7519740259618524,0.6934125064553162,0.681099524982733
601,0.6037089194480396,0.2904775812562743,0.2107231952467934
529,0.6980116299918047,0.7393144852020292,0.6106829695466638
385,0.7656282006669541,0.6659517549735049,0.6421010709367241
473,0.6106596087249854,0.6928778084221638,0.7214815808063011
1777,0.7596360040754795,0.6405692379328888,0.7160546471726155
958,0.4637066086371069,0.043735245668680256,-0.07972882248676849
451,0.6405014476515212,0.4569000944055074,0.44042280122700495
1122,0.8417821212623192,0.8893693376628953,0.8564501951957217
319,0.9547515099063424,0.932144290582616,0.9239961939330599
492,0.37043247245488653,0.08851395497758774,0.13080617017638163
575,0.8585717398764562,0.7259410090780581,0.8302584132336567
372,0.899146656851758,0.9116551608496032,0.9088762136503349
1741,0.8074606599332677,0.6827500951241461,0.5890548180254389
1249,0.4748364133415224,-3.633050653724445,-13.033571286655782
1654,0.8282735807830557,0.8139768988598627,0.8080797415941462
