param_id,num_layers,hidden1,hidden2,dropout,epochs_trained,val_error
474,2.0,40.0,45.0,0.3,70.4,0.0037100951158208204
276,2.0,25.0,15.0,0.3,56.0,0.00371494268571642
325,1.0,30.0,45.0,0.5,71.4,0.0037150420297014596
423,1.0,40.0,10.0,0.3,95.4,0.0037166579723512602
165,2.0,15.0,30.0,0.3,99.4,0.0037175165188575595
336,2.0,30.0,15.0,0.3,70.6,0.0037240018311421796
472,2.0,40.0,40.0,0.5,68.0,0.0037242527410853397
228,2.0,20.0,35.0,0.3,75.6,0.0037278471475777003
355,2.0,30.0,45.0,0.5,59.0,0.0037305891174279
132,1.0,15.0,25.0,0.3,101.8,0.0037306218611774396
576,2.0,50.0,15.0,0.3,64.4,0.0037322966537127397
520,2.0,45.0,20.0,0.5,64.6,0.0037339793547289
292,2.0,25.0,40.0,0.5,90.4,0.0037347921703864
586,2.0,50.0,30.0,0.5,61.2,0.0037354266591136803
483,1.0,45.0,10.0,0.3,81.4,0.00373764601051024
382,1.0,35.0,40.0,0.5,88.8,0.0037396479213687205
432,1.0,40.0,25.0,0.3,87.0,0.0037449826399096804
478,2.0,40.0,50.0,0.5,58.6,0.00374622867966532
475,2.0,40.0,45.0,0.5,56.8,0.0037464438142099194
348,2.0,30.0,35.0,0.3,72.6,0.0037466943331916198
289,2.0,25.0,35.0,0.5,54.8,0.003749519874691
426,1.0,40.0,15.0,0.3,107.8,0.0037501429595673797
529,2.0,45.0,35.0,0.5,66.6,0.0037522952877527605
123,1.0,15.0,10.0,0.3,95.6,0.0037524119203832195
559,1.0,50.0,35.0,0.5,87.2,0.0037526367125489
291,2.0,25.0,40.0,0.3,86.0,0.0037529118058348596
319,1.0,30.0,35.0,0.5,79.2,0.0037537884607444804
346,2.0,30.0,30.0,0.5,77.6,0.0037579035978220396
328,1.0,30.0,50.0,0.5,73.0,0.00375983775884374
417,2.0,35.0,50.0,0.3,68.4,0.0037610474605268
177,2.0,15.0,50.0,0.3,59.8,0.0037613589869579
445,1.0,40.0,45.0,0.5,62.4,0.0037630427395924397
352,2.0,30.0,40.0,0.5,69.2,0.00376365114837724
568,1.0,50.0,50.0,0.5,77.2,0.0037646185160458796
565,1.0,50.0,45.0,0.5,76.8,0.00376625838204434
379,1.0,35.0,35.0,0.5,65.2,0.0037666824607488604
354,2.0,30.0,45.0,0.3,70.0,0.00376824522681996
409,2.0,35.0,35.0,0.5,71.8,0.0037685379599375806
598,2.0,50.0,50.0,0.5,70.6,0.00376911534306896
216,2.0,20.0,15.0,0.3,98.8,0.0037699700536904398
457,2.0,40.0,15.0,0.5,63.8,0.00377039007920146
231,2.0,20.0,40.0,0.3,69.6,0.0037706965939529402
532,2.0,45.0,40.0,0.5,70.0,0.00377101792643462
141,1.0,15.0,40.0,0.3,81.6,0.0037723925595249
138,1.0,15.0,35.0,0.3,77.2,0.00377329166900982
469,2.0,40.0,35.0,0.5,70.0,0.00377638192827962
406,2.0,35.0,30.0,0.5,71.0,0.00377700008490738
280,2.0,25.0,20.0,0.5,71.4,0.0037770804580455597
396,2.0,35.0,15.0,0.3,53.8,0.0037773525914719997
285,2.0,25.0,30.0,0.3,73.6,0.00378055418647512
186,1.0,20.0,15.0,0.3,93.6,0.0037824280899560804
442,1.0,40.0,40.0,0.5,90.4,0.0037835448049008402
268,1.0,25.0,50.0,0.5,68.6,0.0037861997251941804
358,2.0,30.0,50.0,0.5,49.8,0.0037870273935064597
262,1.0,25.0,40.0,0.5,89.6,0.0037872886828456604
234,2.0,20.0,45.0,0.3,78.6,0.00378799763566344
295,2.0,25.0,45.0,0.5,78.4,0.0037889600265770805
159,2.0,15.0,20.0,0.3,66.4,0.0037897456253024597
429,1.0,40.0,20.0,0.3,87.6,0.00379054538498162
416,2.0,35.0,45.0,0.7,54.4,0.0037922580183173
259,1.0,25.0,35.0,0.5,82.6,0.00379355451247338
535,2.0,45.0,45.0,0.5,60.0,0.0037941013734477
286,2.0,25.0,30.0,0.5,84.4,0.0037943155980125196
393,2.0,35.0,10.0,0.3,79.2,0.00379483718861588
430,1.0,40.0,20.0,0.5,66.8,0.0037969452309576804
279,2.0,25.0,20.0,0.3,71.8,0.00379705185187044
517,2.0,45.0,15.0,0.5,83.2,0.00379742156995534
436,1.0,40.0,30.0,0.5,63.2,0.0037978939527723
592,2.0,50.0,40.0,0.5,66.0,0.00379986137074104
583,2.0,50.0,25.0,0.5,72.2,0.0038022786650495797
246,1.0,25.0,15.0,0.3,74.4,0.00380443448375442
232,2.0,20.0,40.0,0.5,76.6,0.0038054319224707796
316,1.0,30.0,30.0,0.5,72.4,0.0038089754477065195
556,1.0,50.0,30.0,0.5,60.8,0.0038115170279827797
147,1.0,15.0,50.0,0.3,99.4,0.00381286077705828
171,2.0,15.0,40.0,0.3,69.4,0.0038129383727209
313,1.0,30.0,25.0,0.5,76.8,0.0038147506245877197
466,2.0,40.0,30.0,0.5,66.4,0.0038148317350229404
226,2.0,20.0,30.0,0.5,76.4,0.0038154977839439603
129,1.0,15.0,20.0,0.3,90.0,0.00381855661689764
439,1.0,40.0,35.0,0.5,78.4,0.00381966154188068
400,2.0,35.0,20.0,0.5,65.8,0.0038200510976214804
349,2.0,30.0,35.0,0.5,61.0,0.0038214534850945802
460,2.0,40.0,20.0,0.5,76.4,0.00382177560629008
413,2.0,35.0,40.0,0.7,57.0,0.0038231874583288597
303,1.0,30.0,10.0,0.3,93.8,0.0038251704458767397
337,2.0,30.0,15.0,0.5,61.2,0.0038256646386192
296,2.0,25.0,45.0,0.7,82.4,0.00382627303964298
333,2.0,30.0,10.0,0.3,75.2,0.00382837192155416
412,2.0,35.0,40.0,0.5,58.4,0.0038301593633756196
322,1.0,30.0,40.0,0.5,70.0,0.00383145342154114
550,1.0,50.0,20.0,0.5,64.0,0.0038322382354332397
418,2.0,35.0,50.0,0.5,67.6,0.0038322551864741995
195,1.0,20.0,30.0,0.3,81.2,0.00383238750024848
343,2.0,30.0,25.0,0.5,58.4,0.0038342145096975804
72,1.0,10.0,25.0,0.3,79.2,0.00383553466235746
96,2.0,10.0,15.0,0.3,62.2,0.0038366538870225598
397,2.0,35.0,15.0,0.5,56.6,0.00384030797188942
373,1.0,35.0,25.0,0.5,73.6,0.0038420837227021803
310,1.0,30.0,20.0,0.5,70.8,0.0038426909362896796
536,2.0,45.0,45.0,0.7,62.0,0.0038445743606037195
340,2.0,30.0,20.0,0.5,46.8,0.00384705237908438
467,2.0,40.0,30.0,0.7,61.8,0.00384722008505676
189,1.0,20.0,20.0,0.3,73.6,0.0038474704071025196
223,2.0,20.0,25.0,0.5,67.6,0.0038486038577199
539,2.0,45.0,50.0,0.7,47.2,0.00384917185195562
174,2.0,15.0,45.0,0.3,59.6,0.0038507514565328596
135,1.0,15.0,30.0,0.3,75.6,0.0038508154209314998
476,2.0,40.0,45.0,0.7,57.4,0.0038513468073991
265,1.0,25.0,45.0,0.5,77.2,0.0038533307922382597
256,1.0,25.0,30.0,0.5,69.6,0.00385385029658204
389,1.0,35.0,50.0,0.7,76.8,0.00385958937404206
543,1.0,50.0,10.0,0.3,86.6,0.0038603493400538396
78,1.0,10.0,35.0,0.3,73.8,0.0038617376441834003
238,2.0,20.0,50.0,0.5,56.2,0.0038620166131294797
509,1.0,45.0,50.0,0.7,67.6,0.0038628548461322595
403,2.0,35.0,25.0,0.5,73.4,0.00386291099518222
479,2.0,40.0,50.0,0.7,49.8,0.0038629981330207397
168,2.0,15.0,35.0,0.3,76.2,0.0038633759201426197
220,2.0,20.0,20.0,0.5,86.2,0.0038647279686604406
453,2.0,40.0,10.0,0.3,57.4,0.0038676499107774404
473,2.0,40.0,40.0,0.7,51.8,0.00386883149913042
299,2.0,25.0,50.0,0.7,66.0,0.0038743373559554603
356,2.0,30.0,45.0,0.7,62.0,0.00387560022257574
350,2.0,30.0,35.0,0.7,67.4,0.00387609705115508
353,2.0,30.0,40.0,0.7,64.4,0.00388033832811436
596,2.0,50.0,45.0,0.7,55.0,0.0038865239378840398
192,1.0,20.0,25.0,0.3,64.0,0.0038872097677085
205,1.0,20.0,45.0,0.5,61.2,0.0038872794597409
213,2.0,20.0,10.0,0.3,81.6,0.00388743361982044
599,2.0,50.0,50.0,0.7,49.4,0.00388774138409642
577,2.0,50.0,15.0,0.5,55.0,0.0038881591036139195
253,1.0,25.0,25.0,0.5,74.0,0.00388912422543698
410,2.0,35.0,35.0,0.7,73.2,0.0038910224063631997
217,2.0,20.0,15.0,0.5,73.0,0.0038914385261401598
202,1.0,20.0,40.0,0.5,69.2,0.0038914591520247802
87,1.0,10.0,50.0,0.3,96.4,0.0038944513973546797
153,2.0,15.0,10.0,0.3,65.0,0.00389445639642262
199,1.0,20.0,35.0,0.5,71.6,0.0038947700629553598
590,2.0,50.0,35.0,0.7,52.4,0.0038993208543009
187,1.0,20.0,15.0,0.5,91.4,0.0038997387144869403
419,2.0,35.0,50.0,0.7,59.6,0.00390369425876992
527,2.0,45.0,30.0,0.7,46.2,0.0039049697176474995
593,2.0,50.0,40.0,0.7,60.2,0.0039050420367856805
363,1.0,35.0,10.0,0.3,68.0,0.00390661854568552
166,2.0,15.0,30.0,0.5,76.2,0.0039073634727779805
587,2.0,50.0,30.0,0.7,57.0,0.00390751310139114
347,2.0,30.0,30.0,0.7,68.6,0.00390767046386214
584,2.0,50.0,25.0,0.7,55.0,0.0039085950227065805
293,2.0,25.0,40.0,0.7,66.2,0.00391039650421586
126,1.0,15.0,15.0,0.3,96.0,0.00391248822561462
524,2.0,45.0,25.0,0.7,72.4,0.0039168851809032405
463,2.0,40.0,25.0,0.5,66.6,0.0039175578179613596
407,2.0,35.0,30.0,0.7,60.8,0.00391809400365062
178,2.0,15.0,50.0,0.5,53.6,0.0039181078269999395
235,2.0,20.0,45.0,0.5,61.4,0.00392037144823304
367,1.0,35.0,15.0,0.5,68.0,0.0039210511167766
208,1.0,20.0,50.0,0.5,71.6,0.00392254437513952
443,1.0,40.0,40.0,0.7,77.8,0.00392305962644356
386,1.0,35.0,45.0,0.7,66.6,0.0039256547306043
270,2.0,25.0,5.0,0.3,103.8,0.0039278016542084
464,2.0,40.0,25.0,0.7,69.0,0.003928276254252181
127,1.0,15.0,15.0,0.5,104.4,0.0039282814250327204
307,1.0,30.0,15.0,0.5,58.0,0.00393424118034692
117,2.0,10.0,50.0,0.3,62.4,0.00393873170056998
359,2.0,30.0,50.0,0.7,48.2,0.00394053377288698
108,2.0,10.0,35.0,0.3,78.6,0.00394636543060182
277,2.0,25.0,15.0,0.5,46.0,0.0039482747864288195
247,1.0,25.0,15.0,0.5,47.6,0.00395000890906274
323,1.0,30.0,40.0,0.7,75.8,0.0039518953902491
130,1.0,15.0,20.0,0.5,80.6,0.00395692696911276
490,1.0,45.0,20.0,0.5,74.0,0.00395902072777966
320,1.0,30.0,35.0,0.7,50.6,0.00395908711458706
136,1.0,15.0,30.0,0.5,82.8,0.00396345167925266
172,2.0,15.0,40.0,0.5,62.4,0.00396506470860908
183,1.0,20.0,10.0,0.3,94.8,0.00396799800316022
334,2.0,30.0,10.0,0.5,59.0,0.0039705905723773
99,2.0,10.0,20.0,0.3,59.4,0.00397493842562344
449,1.0,40.0,50.0,0.7,44.4,0.00397874109039544
326,1.0,30.0,45.0,0.7,63.0,0.00398169874097214
380,1.0,35.0,35.0,0.7,54.6,0.0039856054965639
239,2.0,20.0,50.0,0.7,81.4,0.003988347265597681
344,2.0,30.0,25.0,0.7,57.4,0.0039897940732771
60,1.0,10.0,5.0,0.3,70.4,0.0039899630035506
574,2.0,50.0,10.0,0.5,55.8,0.00399186956055924
290,2.0,25.0,35.0,0.7,60.2,0.003993908557458741
510,2.0,45.0,5.0,0.3,88.2,0.00399504979044038
175,2.0,15.0,45.0,0.5,69.0,0.0039957980246981
287,2.0,25.0,30.0,0.7,72.4,0.00399627405665032
440,1.0,40.0,35.0,0.7,60.8,0.003997679359357119
364,1.0,35.0,10.0,0.5,70.0,0.00399873785790984
514,2.0,45.0,10.0,0.5,74.8,0.00400136106763962
269,1.0,25.0,50.0,0.7,67.6,0.00401092246562858
133,1.0,15.0,25.0,0.5,74.8,0.00401363410831734
377,1.0,35.0,30.0,0.7,59.2,0.00401571169398568
521,2.0,45.0,20.0,0.7,45.2,0.00401625436497848
284,2.0,25.0,25.0,0.7,77.6,0.00402722832028904
437,1.0,40.0,30.0,0.7,49.6,0.004028314425765201
281,2.0,25.0,20.0,0.7,63.8,0.00402896270194704
374,1.0,35.0,25.0,0.7,69.2,0.00403201818796026
569,1.0,50.0,50.0,0.7,46.6,0.00403259405769248
236,2.0,20.0,45.0,0.7,73.8,0.00403435488600122
184,1.0,20.0,10.0,0.5,89.6,0.00403700235280356
547,1.0,50.0,15.0,0.5,55.6,0.00403801689293078
203,1.0,20.0,40.0,0.7,90.0,0.00405375968451452
75,1.0,10.0,30.0,0.3,58.6,0.0040542257784787605
190,1.0,20.0,20.0,0.5,57.6,0.00406018720920346
404,2.0,35.0,25.0,0.7,71.2,0.00406242725827414
106,2.0,10.0,30.0,0.5,76.0,0.00406495092805314
66,1.0,10.0,15.0,0.3,89.0,0.0040669312060344605
424,1.0,40.0,10.0,0.5,66.4,0.004067212226800581
274,2.0,25.0,10.0,0.5,57.8,0.00407702738593794
370,1.0,35.0,20.0,0.5,66.6,0.00407742081539858
341,2.0,30.0,20.0,0.7,53.0,0.0040886260598199
401,2.0,35.0,20.0,0.7,55.2,0.0040925567795056204
459,2.0,40.0,20.0,0.3,104.8,0.00409262706622632
224,2.0,20.0,25.0,0.7,65.4,0.00409711127479866
81,1.0,10.0,40.0,0.3,76.2,0.00410037234250916
84,1.0,10.0,45.0,0.3,58.6,0.00411321705129612
33,2.0,5.0,10.0,0.3,102.0,0.00411620393764068
501,1.0,45.0,40.0,0.3,118.6,0.0041166872705313004
120,1.0,15.0,5.0,0.3,62.4,0.004118100680837659
196,1.0,20.0,30.0,0.5,59.8,0.004124097192349499
531,2.0,45.0,40.0,0.3,101.4,0.00412946618065078
109,2.0,10.0,35.0,0.5,74.4,0.004130277510072699
304,1.0,30.0,10.0,0.5,62.0,0.00413049891940312
254,1.0,25.0,25.0,0.7,60.2,0.00413051132151542
450,2.0,40.0,5.0,0.3,74.2,0.004131744581779099
314,1.0,30.0,25.0,0.7,60.4,0.00413913832550554
148,1.0,15.0,50.0,0.5,90.4,0.00414107734977728
169,2.0,15.0,35.0,0.5,56.8,0.004141276371471219
391,2.0,35.0,5.0,0.5,62.0,0.0041549069981556
167,2.0,15.0,30.0,0.7,68.6,0.004159381413289
497,1.0,45.0,30.0,0.7,52.0,0.00416110360432256
209,1.0,20.0,50.0,0.7,80.0,0.00416135746442398
137,1.0,15.0,30.0,0.7,96.4,0.00416371315659484
454,2.0,40.0,10.0,0.5,57.2,0.004171021202152221
311,1.0,30.0,20.0,0.7,54.2,0.00417910891216398
581,2.0,50.0,20.0,0.7,58.0,0.00418235535034906
398,2.0,35.0,15.0,0.7,48.2,0.00419053541845636
263,1.0,25.0,40.0,0.7,56.2,0.00419056836593268
73,1.0,10.0,25.0,0.5,67.4,0.00421155339572576
338,2.0,30.0,15.0,0.7,53.2,0.004217092212638799
451,2.0,40.0,5.0,0.5,68.6,0.00421901175771678
64,1.0,10.0,10.0,0.5,86.4,0.00422182247178468
552,1.0,50.0,25.0,0.3,83.6,0.00422565002906286
124,1.0,15.0,10.0,0.5,75.2,0.00424386680145588
578,2.0,50.0,15.0,0.7,40.4,0.00424401309282978
300,1.0,30.0,5.0,0.3,78.6,0.00424850542719158
518,2.0,45.0,15.0,0.7,52.2,0.00425001987605352
394,2.0,35.0,10.0,0.5,56.6,0.00425440480175892
496,1.0,45.0,30.0,0.5,55.8,0.00426230045171294
505,1.0,45.0,45.0,0.5,90.2,0.0042718040281518
499,1.0,45.0,35.0,0.5,69.4,0.00427212802072362
227,2.0,20.0,30.0,0.7,56.4,0.00428130080884628
553,1.0,50.0,25.0,0.5,65.0,0.004289194607796721
278,2.0,25.0,15.0,0.7,59.0,0.00430710686293116
173,2.0,15.0,40.0,0.7,62.6,0.00432580290847296
376,1.0,35.0,30.0,0.5,43.6,0.004326883920778781
433,1.0,40.0,25.0,0.5,70.4,0.00433428190590344
12,1.0,5.0,25.0,0.3,98.6,0.0043496302484224
85,1.0,10.0,45.0,0.5,62.8,0.00435978377645364
61,1.0,10.0,5.0,0.5,82.0,0.0043715256256593995
221,2.0,20.0,20.0,0.7,64.6,0.00437733782261294
218,2.0,20.0,15.0,0.7,61.4,0.00440611356558894
428,1.0,40.0,15.0,0.7,68.0,0.004416195936694981
271,2.0,25.0,5.0,0.5,97.8,0.00442097923757192
480,1.0,45.0,5.0,0.3,85.0,0.0044265557065954805
107,2.0,10.0,30.0,0.7,96.8,0.0044336824318937
493,1.0,45.0,25.0,0.5,73.6,0.00446308895091832
533,2.0,45.0,40.0,0.7,55.4,0.0044647175527643
575,2.0,50.0,10.0,0.7,52.4,0.0044772412870467005
128,1.0,15.0,15.0,0.7,82.4,0.00448837476239226
502,1.0,45.0,40.0,0.5,64.0,0.00449278627444676
489,1.0,45.0,20.0,0.3,96.2,0.0045016356287912
425,1.0,40.0,10.0,0.7,55.8,0.0045185435281988404
563,1.0,50.0,40.0,0.7,59.6,0.00452322602310832
119,2.0,10.0,50.0,0.7,79.2,0.00452832459413904
27,1.0,5.0,50.0,0.3,71.4,0.0045370369974989
515,2.0,45.0,10.0,0.7,56.2,0.00455349070446872
121,1.0,15.0,5.0,0.5,66.0,0.00455373138732582
557,1.0,50.0,30.0,0.7,42.0,0.0045955876315322605
371,1.0,35.0,20.0,0.7,42.0,0.00461393600271542
551,1.0,50.0,20.0,0.7,52.2,0.00461875625963628
544,1.0,50.0,10.0,0.5,71.4,0.00462033127842
530,2.0,45.0,35.0,0.7,54.4,0.00462469122139734
486,1.0,45.0,15.0,0.3,103.8,0.00464422811831654
446,1.0,40.0,45.0,0.7,53.2,0.0046679114476622
330,2.0,30.0,5.0,0.3,81.8,0.004686997753985079
494,1.0,45.0,25.0,0.7,49.6,0.00471140797017138
185,1.0,20.0,10.0,0.7,101.6,0.0047263359922604595
560,1.0,50.0,35.0,0.7,67.2,0.0047278070279086
487,1.0,45.0,15.0,0.5,48.0,0.00474323659048722
383,1.0,35.0,40.0,0.7,52.8,0.004764294117921919
545,1.0,50.0,10.0,0.7,56.4,0.004771752328573039
508,1.0,45.0,50.0,0.5,48.6,0.00478941610587446
116,2.0,10.0,45.0,0.7,74.4,0.0047932427745156795
541,1.0,50.0,5.0,0.5,55.6,0.0048017094513245605
427,1.0,40.0,15.0,0.5,52.2,0.004811431565515939
434,1.0,40.0,25.0,0.7,56.6,0.0048210217093582804
566,1.0,50.0,45.0,0.7,42.4,0.00483293009553256
69,1.0,10.0,20.0,0.3,75.6,0.00484058415070946
275,2.0,25.0,10.0,0.7,48.8,0.00486739378732934
163,2.0,15.0,25.0,0.5,64.2,0.0048756824835436
484,1.0,45.0,10.0,0.5,45.2,0.00489600857157102
250,1.0,25.0,20.0,0.5,64.2,0.004902165816747539
157,2.0,15.0,15.0,0.5,62.2,0.00490430765591246
162,2.0,15.0,25.0,0.3,58.6,0.00490931088764526
180,1.0,20.0,5.0,0.3,60.0,0.004911382286809361
243,1.0,25.0,10.0,0.3,70.8,0.0049122770151976605
13,1.0,5.0,25.0,0.5,118.8,0.00493700678828944
301,1.0,30.0,5.0,0.5,77.0,0.00493819347272312
79,1.0,10.0,35.0,0.5,72.2,0.00494210029816404
214,2.0,20.0,10.0,0.5,74.8,0.0049575394931403996
573,2.0,50.0,10.0,0.3,59.6,0.00495776267489414
395,2.0,35.0,10.0,0.7,70.6,0.00496395226024708
105,2.0,10.0,30.0,0.3,52.8,0.00496519477746912
470,2.0,40.0,35.0,0.7,44.4,0.0049662827320086
229,2.0,20.0,35.0,0.5,45.4,0.00497782564392154
114,2.0,10.0,45.0,0.3,59.4,0.00497825017179514
52,2.0,5.0,40.0,0.5,63.0,0.00497951698586496
329,1.0,30.0,50.0,0.7,62.8,0.00498051477285716
111,2.0,10.0,40.0,0.3,48.6,0.00498160107041858
86,1.0,10.0,45.0,0.7,80.6,0.00498678186850152
160,2.0,15.0,20.0,0.5,48.0,0.0049870215395154596
142,1.0,15.0,40.0,0.5,55.6,0.0049875787721248
266,1.0,25.0,45.0,0.7,61.4,0.00499844984442458
233,2.0,20.0,40.0,0.7,64.8,0.00500360604686038
139,1.0,15.0,35.0,0.5,49.0,0.005021007990580939
145,1.0,15.0,45.0,0.5,58.6,0.00503647779793628
461,2.0,40.0,20.0,0.7,47.0,0.00504139966991104
260,1.0,25.0,35.0,0.7,67.2,0.0050459454049511
100,2.0,10.0,20.0,0.5,69.0,0.00504644460937314
491,1.0,45.0,20.0,0.7,54.6,0.005058892860931001
9,1.0,5.0,20.0,0.3,112.6,0.00507290522897766
240,1.0,25.0,5.0,0.3,50.0,0.00507561814641418
103,2.0,10.0,25.0,0.5,64.2,0.0050783200897664
206,1.0,20.0,45.0,0.7,68.2,0.005083355315340021
193,1.0,20.0,25.0,0.5,56.4,0.00508467907299438
257,1.0,25.0,30.0,0.7,55.8,0.005097943318348
57,2.0,5.0,50.0,0.3,55.0,0.00510714912185594
488,1.0,45.0,15.0,0.7,43.6,0.00512555208309394
70,1.0,10.0,20.0,0.5,62.6,0.0051376505512355395
