param_id,num_layers,hidden1,hidden2,dropout,epochs_trained,val_error
177,2.0,15.0,50.0,0.3,78.4,0.04800406725456312
342,2.0,30.0,25.0,0.3,73.4,0.04803040636082484
223,2.0,20.0,25.0,0.5,91.0,0.04803283152480916
538,2.0,45.0,50.0,0.5,59.4,0.0480670724684993
439,1.0,40.0,35.0,0.5,87.2,0.0480717821978032
513,2.0,45.0,10.0,0.3,66.0,0.04811396564667418
376,1.0,35.0,30.0,0.5,83.6,0.04815228305136158
479,2.0,40.0,50.0,0.7,76.2,0.04817217489083604
357,2.0,30.0,50.0,0.3,49.4,0.0481819570685426
162,2.0,15.0,25.0,0.3,84.4,0.04819045277933276
358,2.0,30.0,50.0,0.5,66.0,0.0482083526750405
520,2.0,45.0,20.0,0.5,63.0,0.04821025189012286
279,2.0,25.0,20.0,0.3,84.2,0.048227214720100144
72,1.0,10.0,25.0,0.3,91.4,0.0482463704422116
340,2.0,30.0,20.0,0.5,75.0,0.04825568618252868
328,1.0,30.0,50.0,0.5,90.2,0.04825614212701712
562,1.0,50.0,40.0,0.5,73.8,0.0482765989998976
423,1.0,40.0,10.0,0.3,77.4,0.04831741700569782
346,2.0,30.0,30.0,0.5,78.8,0.048321257904171896
502,1.0,45.0,40.0,0.5,69.4,0.04833763958886262
295,2.0,25.0,45.0,0.5,78.0,0.04833916866530972
456,2.0,40.0,15.0,0.3,66.4,0.048347027351458835
237,2.0,20.0,50.0,0.3,62.0,0.04834985720614588
216,2.0,20.0,15.0,0.3,88.4,0.04835443161427972
373,1.0,35.0,25.0,0.5,86.8,0.04836948824425534
174,2.0,15.0,45.0,0.3,84.4,0.04837804095198706
159,2.0,15.0,20.0,0.3,69.6,0.04837951461474096
273,2.0,25.0,10.0,0.3,91.6,0.04841595683246846
310,1.0,30.0,20.0,0.5,86.6,0.04844738580286498
111,2.0,10.0,40.0,0.3,72.8,0.0484639619166652
492,1.0,45.0,25.0,0.3,104.0,0.0484639660455286
409,2.0,35.0,35.0,0.5,64.4,0.04853659210105732
283,2.0,25.0,25.0,0.5,86.6,0.048566757763425464
508,1.0,45.0,50.0,0.5,79.8,0.04858144347866372
208,1.0,20.0,50.0,0.5,88.2,0.04865825319041802
96,2.0,10.0,15.0,0.3,67.2,0.0486713078493873
487,1.0,45.0,15.0,0.5,53.8,0.048678072604040265
547,1.0,50.0,15.0,0.5,80.6,0.04869055487215514
238,2.0,20.0,50.0,0.5,65.2,0.04869346823543306
262,1.0,25.0,40.0,0.5,80.4,0.04870764855295416
586,2.0,50.0,30.0,0.5,58.6,0.04872352598855888
367,1.0,35.0,15.0,0.5,74.6,0.048729924050470164
333,2.0,30.0,10.0,0.3,72.6,0.0487331970905264
226,2.0,20.0,30.0,0.5,87.2,0.04873871890207126
235,2.0,20.0,45.0,0.5,72.8,0.048740007914602715
289,2.0,25.0,35.0,0.5,58.8,0.04874124508351084
316,1.0,30.0,30.0,0.5,73.0,0.048752066430946164
213,2.0,20.0,10.0,0.3,76.6,0.0487821887557705
292,2.0,25.0,40.0,0.5,68.8,0.04878912568092342
450,2.0,40.0,5.0,0.3,75.4,0.048809394737084635
229,2.0,20.0,35.0,0.5,82.8,0.04881832680354512
370,1.0,35.0,20.0,0.5,73.4,0.0488319567715128
84,1.0,10.0,45.0,0.3,99.6,0.048869876905033936
509,1.0,45.0,50.0,0.7,72.6,0.04889364720632628
87,1.0,10.0,50.0,0.3,91.2,0.04889566320925948
427,1.0,40.0,15.0,0.5,67.2,0.04890403685470416
280,2.0,25.0,20.0,0.5,69.2,0.048916414193809
413,2.0,35.0,40.0,0.7,63.8,0.048923440774281755
403,2.0,35.0,25.0,0.5,68.0,0.048924892147382035
593,2.0,50.0,40.0,0.7,68.0,0.048927865922450964
299,2.0,25.0,50.0,0.7,68.6,0.0489476025104522
587,2.0,50.0,30.0,0.7,54.6,0.048949149188896
583,2.0,50.0,25.0,0.5,57.2,0.048950109879175766
337,2.0,30.0,15.0,0.5,52.8,0.048953921037415624
397,2.0,35.0,15.0,0.5,57.6,0.04895832818001504
202,1.0,20.0,40.0,0.5,89.8,0.048969651572406236
533,2.0,45.0,40.0,0.7,72.4,0.04897197776784496
183,1.0,20.0,10.0,0.3,90.6,0.048987611507376
286,2.0,25.0,30.0,0.5,70.4,0.04899383050700024
232,2.0,20.0,40.0,0.5,72.6,0.04900079506138956
256,1.0,25.0,30.0,0.5,70.0,0.04901261137177544
478,2.0,40.0,50.0,0.5,58.2,0.04902494636674718
496,1.0,45.0,30.0,0.5,61.4,0.04905124443272744
535,2.0,45.0,45.0,0.5,49.8,0.04905325224002198
596,2.0,50.0,45.0,0.7,65.2,0.04905374844868972
566,1.0,50.0,45.0,0.7,64.6,0.04905851694444812
440,1.0,40.0,35.0,0.7,77.0,0.04906129849453762
419,2.0,35.0,50.0,0.7,72.8,0.04907227195799346
166,2.0,15.0,30.0,0.5,81.2,0.0490833382432659
407,2.0,35.0,30.0,0.7,72.6,0.0490873658408721
406,2.0,35.0,30.0,0.5,65.2,0.049087426314751256
473,2.0,40.0,40.0,0.7,53.2,0.04910276159644122
506,1.0,45.0,45.0,0.7,78.6,0.04913176987320182
356,2.0,30.0,45.0,0.7,68.0,0.04913930532832936
386,1.0,35.0,45.0,0.7,71.2,0.04914143104106182
217,2.0,20.0,15.0,0.5,71.0,0.049148752540349935
60,1.0,10.0,5.0,0.3,87.6,0.04915683393677072
569,1.0,50.0,50.0,0.7,61.8,0.04915763003130748
574,2.0,50.0,10.0,0.5,55.6,0.04917051841815308
590,2.0,50.0,35.0,0.7,60.8,0.04917617434014872
446,1.0,40.0,45.0,0.7,68.0,0.04918845854699608
560,1.0,50.0,35.0,0.7,69.4,0.04919149925311404
443,1.0,40.0,40.0,0.7,64.2,0.049195501084128956
133,1.0,15.0,25.0,0.5,90.4,0.04924070121099548
220,2.0,20.0,20.0,0.5,87.2,0.049243616312742176
205,1.0,20.0,45.0,0.5,67.0,0.049281155193845384
247,1.0,25.0,15.0,0.5,67.0,0.049286608646313304
389,1.0,35.0,50.0,0.7,66.6,0.04929649010300632
269,1.0,25.0,50.0,0.7,80.8,0.04933118491123114
344,2.0,30.0,25.0,0.7,74.6,0.04933502295364932
584,2.0,50.0,25.0,0.7,56.2,0.04934707749634976
120,1.0,15.0,5.0,0.3,79.0,0.0493485465024908
500,1.0,45.0,35.0,0.7,65.4,0.04938943963497872
274,2.0,25.0,10.0,0.5,76.0,0.049411041413744236
277,2.0,25.0,15.0,0.5,55.0,0.049439953329662424
517,2.0,45.0,15.0,0.5,64.0,0.04944590758532282
323,1.0,30.0,40.0,0.7,64.6,0.049463172070682
270,2.0,25.0,5.0,0.3,88.2,0.04947042067845656
307,1.0,30.0,15.0,0.5,67.0,0.04948152272651588
167,2.0,15.0,30.0,0.7,114.8,0.0495226733386516
172,2.0,15.0,40.0,0.5,70.2,0.049534236143032664
224,2.0,20.0,25.0,0.7,89.2,0.04955602722863352
424,1.0,40.0,10.0,0.5,62.2,0.04959672490755712
304,1.0,30.0,10.0,0.5,57.2,0.04960620452960326
505,1.0,45.0,45.0,0.5,95.4,0.04964902630696688
383,1.0,35.0,40.0,0.7,68.6,0.049651227146387054
464,2.0,40.0,25.0,0.7,57.4,0.04966084702561296
130,1.0,15.0,20.0,0.5,73.6,0.04970732641716792
364,1.0,35.0,10.0,0.5,68.8,0.04976462057481204
544,1.0,50.0,10.0,0.5,74.8,0.049790491908788634
263,1.0,25.0,40.0,0.7,68.2,0.04979231208562846
236,2.0,20.0,45.0,0.7,67.2,0.04979664254933592
494,1.0,45.0,25.0,0.7,63.6,0.04981009537974988
287,2.0,25.0,30.0,0.7,65.6,0.049813290499150696
244,1.0,25.0,10.0,0.5,57.4,0.04982495550066228
434,1.0,40.0,25.0,0.7,63.6,0.04986887648701662
404,2.0,35.0,25.0,0.7,63.2,0.04992245156317944
374,1.0,35.0,25.0,0.7,64.8,0.04995936999718342
33,2.0,5.0,10.0,0.3,114.4,0.0499826528752843
284,2.0,25.0,25.0,0.7,67.6,0.04999619393299018
401,2.0,35.0,20.0,0.7,54.8,0.05000971785436068
311,1.0,30.0,20.0,0.7,65.8,0.050076430787642755
484,1.0,45.0,10.0,0.5,71.8,0.050113655067980246
184,1.0,20.0,10.0,0.5,78.8,0.05013149138540022
521,2.0,45.0,20.0,0.7,53.0,0.05018393242110804
394,2.0,35.0,10.0,0.5,71.4,0.050193922097484224
480,1.0,45.0,5.0,0.3,98.0,0.05020124278962608
550,1.0,50.0,20.0,0.5,70.8,0.05022608116269106
338,2.0,30.0,15.0,0.7,51.0,0.0502389451488852
433,1.0,40.0,25.0,0.5,65.8,0.0502603343998392
491,1.0,45.0,20.0,0.7,54.6,0.0503269060204426
300,1.0,30.0,5.0,0.3,88.0,0.050332616114368
314,1.0,30.0,25.0,0.7,67.2,0.050344137164453615
398,2.0,35.0,15.0,0.7,52.8,0.0504277955119808
432,1.0,40.0,25.0,0.3,101.2,0.05045433274159826
391,2.0,35.0,5.0,0.5,54.6,0.05048224243024978
493,1.0,45.0,25.0,0.5,73.0,0.0505203538263837
518,2.0,45.0,15.0,0.7,62.8,0.05061844413479164
580,2.0,50.0,20.0,0.5,87.2,0.05065762167796488
548,1.0,50.0,15.0,0.7,54.2,0.05092661144832764
218,2.0,20.0,15.0,0.7,77.6,0.05093332951267556
271,2.0,25.0,5.0,0.5,63.4,0.05097720256696138
148,1.0,15.0,50.0,0.5,77.0,0.05104510659972824
330,2.0,30.0,5.0,0.3,79.0,0.05112988535935674
499,1.0,45.0,35.0,0.5,63.4,0.0512896547093987
54,2.0,5.0,45.0,0.3,76.2,0.051343246238927
573,2.0,50.0,10.0,0.3,80.2,0.05137575796494879
575,2.0,50.0,10.0,0.7,60.6,0.05155226178467268
153,2.0,15.0,10.0,0.3,98.4,0.05159831009805198
123,1.0,15.0,10.0,0.3,98.0,0.05168264675885435
589,2.0,50.0,35.0,0.5,70.2,0.05176064021264511
27,1.0,5.0,50.0,0.3,66.8,0.05176427985231078
185,1.0,20.0,10.0,0.7,129.2,0.051802118464062574
515,2.0,45.0,10.0,0.7,47.8,0.051805129709343055
128,1.0,15.0,15.0,0.7,85.4,0.051914424573381704
420,1.0,40.0,5.0,0.3,92.4,0.052080351114273025
469,2.0,40.0,35.0,0.5,69.6,0.05217061865453916
485,1.0,45.0,10.0,0.7,56.2,0.0522236429775754
553,1.0,50.0,25.0,0.5,62.4,0.0523166968176762
275,2.0,25.0,10.0,0.7,51.0,0.05235600819190336
543,1.0,50.0,10.0,0.3,110.0,0.05243382807821032
163,2.0,15.0,25.0,0.5,89.2,0.05250735369821384
116,2.0,10.0,45.0,0.7,78.0,0.05251262219001844
545,1.0,50.0,10.0,0.7,56.8,0.052582767233252434
343,2.0,30.0,25.0,0.5,60.8,0.052671725302934604
430,1.0,40.0,20.0,0.5,56.6,0.05268577386935548
510,2.0,45.0,5.0,0.3,91.8,0.05271529862657186
114,2.0,10.0,45.0,0.3,73.6,0.0527549540624022
577,2.0,50.0,15.0,0.5,41.2,0.05279859239235518
250,1.0,25.0,20.0,0.5,62.6,0.052922296958665016
63,1.0,10.0,10.0,0.3,77.0,0.05294645149260756
253,1.0,25.0,25.0,0.5,67.2,0.0529918561999996
75,1.0,10.0,30.0,0.3,79.4,0.05299898230781154
180,1.0,20.0,5.0,0.3,69.4,0.05313472676401332
457,2.0,40.0,15.0,0.5,63.2,0.05322473763177786
259,1.0,25.0,35.0,0.5,68.0,0.05325135656942918
353,2.0,30.0,40.0,0.7,64.0,0.05328578986227508
527,2.0,45.0,30.0,0.7,57.8,0.05328678997854388
539,2.0,45.0,50.0,0.7,58.2,0.05330528728663916
470,2.0,40.0,35.0,0.7,57.2,0.05331048462539908
293,2.0,25.0,40.0,0.7,70.4,0.053325718641281085
69,1.0,10.0,20.0,0.3,71.8,0.053357486613094765
190,1.0,20.0,20.0,0.5,72.2,0.05336452430735024
599,2.0,50.0,50.0,0.7,46.8,0.053370657066504124
296,2.0,25.0,45.0,0.7,55.2,0.053378531336784295
476,2.0,40.0,45.0,0.7,53.4,0.05344963980217769
416,2.0,35.0,45.0,0.7,56.0,0.05345179643481964
175,2.0,15.0,45.0,0.5,59.6,0.05346024557948108
196,1.0,20.0,30.0,0.5,80.4,0.053467568693061615
530,2.0,45.0,35.0,0.7,59.2,0.053467745520174484
490,1.0,45.0,20.0,0.5,65.6,0.053505024748543864
127,1.0,15.0,15.0,0.5,64.4,0.05352503135800356
449,1.0,40.0,50.0,0.7,57.0,0.05352909720192348
536,2.0,45.0,45.0,0.7,48.6,0.0535342331354816
514,2.0,45.0,10.0,0.5,50.2,0.05354513196895516
503,1.0,45.0,40.0,0.7,53.4,0.05356567737956837
320,1.0,30.0,35.0,0.7,55.8,0.053606460988521544
193,1.0,20.0,25.0,0.5,68.0,0.053611578047275475
347,2.0,30.0,30.0,0.7,53.4,0.053625945622722285
350,2.0,30.0,35.0,0.7,53.8,0.053630957814554334
334,2.0,30.0,10.0,0.5,52.8,0.05365075847754872
329,1.0,30.0,50.0,0.7,58.0,0.0536562827105323
66,1.0,10.0,15.0,0.3,81.8,0.0536850770314534
524,2.0,45.0,25.0,0.7,55.0,0.053687172693510796
260,1.0,25.0,35.0,0.7,67.8,0.05373972343901791
281,2.0,25.0,20.0,0.7,60.2,0.0537494582434495
290,2.0,25.0,35.0,0.7,49.8,0.05379189929614462
563,1.0,50.0,40.0,0.7,56.8,0.05386033703883486
331,2.0,30.0,5.0,0.5,63.0,0.05387541732440386
106,2.0,10.0,30.0,0.5,69.2,0.05387853241215146
178,2.0,15.0,50.0,0.5,46.8,0.05387947758038834
551,1.0,50.0,20.0,0.7,48.2,0.0538866565873225
266,1.0,25.0,45.0,0.7,62.6,0.05391482363144552
461,2.0,40.0,20.0,0.7,43.0,0.053935887850821
211,2.0,20.0,5.0,0.5,67.6,0.053960104131450214
70,1.0,10.0,20.0,0.5,85.4,0.05398562333236134
36,2.0,5.0,15.0,0.3,99.8,0.054029204758505
254,1.0,25.0,25.0,0.7,63.4,0.054052439518272835
497,1.0,45.0,30.0,0.7,41.6,0.05406231892605616
227,2.0,20.0,30.0,0.7,62.8,0.05406714982042706
554,1.0,50.0,25.0,0.7,45.0,0.054070509038865525
230,2.0,20.0,35.0,0.7,67.8,0.05410580790291224
581,2.0,50.0,20.0,0.7,56.6,0.0542038112878799
257,1.0,25.0,30.0,0.7,57.2,0.05421043969690794
73,1.0,10.0,25.0,0.5,77.4,0.05424864739179606
395,2.0,35.0,10.0,0.7,59.8,0.05424935265133772
145,1.0,15.0,45.0,0.5,72.4,0.054261182496945004
458,2.0,40.0,15.0,0.7,51.2,0.05427027810364958
150,2.0,15.0,5.0,0.3,58.8,0.05428052376955742
76,1.0,10.0,30.0,0.5,70.4,0.05428267909834776
301,1.0,30.0,5.0,0.5,65.2,0.05437365453690286
164,2.0,15.0,25.0,0.7,67.4,0.05439032831539707
48,2.0,5.0,35.0,0.3,71.0,0.054406864568591076
240,1.0,25.0,5.0,0.3,48.2,0.05444649321337538
221,2.0,20.0,20.0,0.7,59.2,0.054451453002790584
272,2.0,25.0,5.0,0.7,108.2,0.0544718040619045
197,1.0,20.0,30.0,0.7,75.8,0.05462278059373295
431,1.0,40.0,20.0,0.7,41.0,0.054635469553371216
191,1.0,20.0,20.0,0.7,63.8,0.05468054258575036
371,1.0,35.0,20.0,0.7,58.2,0.05469382461160414
52,2.0,5.0,40.0,0.5,71.6,0.0547517584636807
90,2.0,10.0,5.0,0.3,69.4,0.054778706965347077
110,2.0,10.0,35.0,0.7,104.0,0.05480512405435241
578,2.0,50.0,15.0,0.7,46.2,0.054844173851112475
3,1.0,5.0,10.0,0.3,150.4,0.0548542716229955
154,2.0,15.0,10.0,0.5,51.4,0.0548999400188525
278,2.0,25.0,15.0,0.7,50.8,0.05494731670866404
24,1.0,5.0,45.0,0.3,95.0,0.05495571674158171
12,1.0,5.0,25.0,0.3,88.6,0.05495936150352156
248,1.0,25.0,15.0,0.7,51.2,0.05506941390534238
421,1.0,40.0,5.0,0.5,57.0,0.055123335930208316
61,1.0,10.0,5.0,0.5,60.8,0.05517615024000402
335,2.0,30.0,10.0,0.7,55.8,0.05522881373763082
115,2.0,10.0,45.0,0.5,48.8,0.055245487329860475
107,2.0,10.0,30.0,0.7,74.2,0.05535825118422506
488,1.0,45.0,15.0,0.7,37.6,0.05547529899825647
181,1.0,20.0,5.0,0.5,54.4,0.05563499008615806
511,2.0,45.0,5.0,0.5,53.0,0.055781277082860424
121,1.0,15.0,5.0,0.5,54.0,0.05595117999861632
151,2.0,15.0,5.0,0.5,47.8,0.0561309874678651
102,2.0,10.0,25.0,0.3,70.6,0.05619879091779386
305,1.0,30.0,10.0,0.7,50.2,0.05625287002573406
21,1.0,5.0,40.0,0.3,57.6,0.0563048352176944
0,1.0,5.0,5.0,0.3,130.4,0.056310027744620995
365,1.0,35.0,10.0,0.7,52.8,0.056497875042259636
541,1.0,50.0,5.0,0.5,45.8,0.0567448271438479
332,2.0,30.0,5.0,0.7,44.6,0.056785896793007815
42,2.0,5.0,25.0,0.3,80.0,0.05683604869991536
55,2.0,5.0,45.0,0.5,71.8,0.056934399281938844
482,1.0,45.0,5.0,0.7,57.2,0.057013703323900634
4,1.0,5.0,10.0,0.5,145.2,0.057123018490771414
