,num_layers,hidden1,hidden2,dropout,random_seed,epochs_trained,val_error
0,1.0,25.0,10.0,0.3,0.0,99.0,0.38687211958070594
1,1.0,25.0,10.0,0.3,10.0,57.0,0.38315411284565926
2,1.0,25.0,10.0,0.3,100.0,49.0,0.45209688134491444
3,1.0,25.0,10.0,0.3,1000.0,72.0,0.3925926949207981
4,1.0,25.0,10.0,0.3,10000.0,32.0,0.5060607443253199
5,1.0,25.0,15.0,0.3,0.0,104.0,0.36405345642318326
6,1.0,25.0,15.0,0.3,10.0,60.0,0.3485023947432637
7,1.0,25.0,15.0,0.3,100.0,93.0,0.40046484613170225
8,1.0,25.0,15.0,0.3,1000.0,48.0,0.3866190407425165
9,1.0,25.0,15.0,0.3,10000.0,56.0,0.4148575995738308
10,1.0,25.0,20.0,0.3,0.0,88.0,0.40349263573686284
11,1.0,25.0,20.0,0.3,10.0,75.0,0.3380010146647692
12,1.0,25.0,20.0,0.3,100.0,70.0,0.4210537852098544
13,1.0,25.0,20.0,0.3,1000.0,53.0,0.41612689290195704
14,1.0,25.0,20.0,0.3,10000.0,46.0,0.4502589572221041
15,2.0,25.0,10.0,0.3,0.0,34.0,0.4770728914688031
16,2.0,25.0,10.0,0.3,10.0,53.0,0.35360164009034634
17,2.0,25.0,10.0,0.3,100.0,56.0,0.4231865831340353
18,2.0,25.0,10.0,0.3,1000.0,69.0,0.36756105814129114
19,2.0,25.0,10.0,0.3,10000.0,34.0,0.49706290910641354
20,2.0,25.0,15.0,0.3,0.0,30.0,0.48620281865199405
21,2.0,25.0,15.0,0.3,10.0,71.0,0.372478758605818
22,2.0,25.0,15.0,0.3,100.0,50.0,0.4888691424081723
23,2.0,25.0,15.0,0.3,1000.0,67.0,0.37586096844946343
24,2.0,25.0,15.0,0.3,10000.0,30.0,0.5010475479066372
25,2.0,25.0,20.0,0.3,0.0,40.0,0.4128126486515005
26,2.0,25.0,20.0,0.3,10.0,44.0,0.395103320479393
27,2.0,25.0,20.0,0.3,100.0,54.0,0.4949554068346818
28,2.0,25.0,20.0,0.3,1000.0,123.0,0.3397761338079969
29,2.0,25.0,20.0,0.3,10000.0,35.0,0.5302591056873401
30,1.0,30.0,10.0,0.3,0.0,100.0,0.38647409218053025
31,1.0,30.0,10.0,0.3,10.0,57.0,0.42280446613828343
32,1.0,30.0,10.0,0.3,100.0,30.0,0.5047600840528806
33,1.0,30.0,10.0,0.3,1000.0,42.0,0.4256493703772624
34,1.0,30.0,10.0,0.3,10000.0,69.0,0.358531107660383
35,1.0,30.0,15.0,0.3,0.0,59.0,0.43288737162947655
36,1.0,30.0,15.0,0.3,10.0,58.0,0.35089319696029025
37,1.0,30.0,15.0,0.3,100.0,52.0,0.3574426546692848
38,1.0,30.0,15.0,0.3,1000.0,64.0,0.3741910556952159
39,1.0,30.0,15.0,0.3,10000.0,50.0,0.3989089873308937
40,1.0,30.0,20.0,0.3,0.0,74.0,0.41235256505509216
41,1.0,30.0,20.0,0.3,10.0,45.0,0.41091847823311883
42,1.0,30.0,20.0,0.3,100.0,65.0,0.34487302725513774
43,1.0,30.0,20.0,0.3,1000.0,62.0,0.3542407915617029
44,1.0,30.0,20.0,0.3,10000.0,31.0,0.4949792226155599
45,2.0,30.0,10.0,0.3,0.0,31.0,0.4997977999349435
46,2.0,30.0,10.0,0.3,10.0,85.0,0.4558483346675833
47,2.0,30.0,10.0,0.3,100.0,56.0,0.4096591044217348
48,2.0,30.0,10.0,0.3,1000.0,37.0,0.3978253910318017
49,2.0,30.0,10.0,0.3,10000.0,32.0,0.5021710259219011
50,2.0,30.0,15.0,0.3,0.0,26.0,0.4816090166568756
51,2.0,30.0,15.0,0.3,10.0,51.0,0.382184440890948
52,2.0,30.0,15.0,0.3,100.0,50.0,0.3851159845168392
53,2.0,30.0,15.0,0.3,1000.0,54.0,0.41582514190425474
54,2.0,30.0,15.0,0.3,10000.0,35.0,0.4743918664753437
55,2.0,30.0,20.0,0.3,0.0,26.0,0.48697947214047116
56,2.0,30.0,20.0,0.3,10.0,20.0,0.49061414413154125
57,2.0,30.0,20.0,0.3,100.0,24.0,0.48100592320164043
58,2.0,30.0,20.0,0.3,1000.0,42.0,0.46575365401804447
59,2.0,30.0,20.0,0.3,10000.0,25.0,0.4851144341131051
60,1.0,35.0,10.0,0.3,0.0,22.0,0.49268228250245255
61,1.0,35.0,10.0,0.3,10.0,53.0,0.4360235870505373
62,1.0,35.0,10.0,0.3,100.0,39.0,0.4609219375997782
63,1.0,35.0,10.0,0.3,1000.0,56.0,0.38334056083112955
64,1.0,35.0,10.0,0.3,10000.0,68.0,0.36679391531894606
65,1.0,35.0,15.0,0.3,0.0,61.0,0.4870237397650878
66,1.0,35.0,15.0,0.3,10.0,64.0,0.38685398719583947
67,1.0,35.0,15.0,0.3,100.0,51.0,0.38172563165426254
68,1.0,35.0,15.0,0.3,1000.0,52.0,0.4245274694015582
69,1.0,35.0,15.0,0.3,10000.0,85.0,0.3769009777655204
70,1.0,35.0,20.0,0.3,0.0,69.0,0.3533695861697197
71,1.0,35.0,20.0,0.3,10.0,47.0,0.3938674423843622
72,1.0,35.0,20.0,0.3,100.0,46.0,0.3866829024627805
73,1.0,35.0,20.0,0.3,1000.0,79.0,0.3636722546070814
74,1.0,35.0,20.0,0.3,10000.0,49.0,0.4130071612695853
75,2.0,35.0,10.0,0.3,0.0,68.0,0.39718450388560694
76,2.0,35.0,10.0,0.3,10.0,26.0,0.3998969355598092
77,2.0,35.0,10.0,0.3,100.0,26.0,0.4939188032100598
78,2.0,35.0,10.0,0.3,1000.0,58.0,0.40291793271899223
79,2.0,35.0,10.0,0.3,10000.0,26.0,0.5014709252864122
80,2.0,35.0,15.0,0.3,0.0,54.0,0.3984545695905884
81,2.0,35.0,15.0,0.3,10.0,48.0,0.40092970756813884
82,2.0,35.0,15.0,0.3,100.0,62.0,0.41903915101041395
83,2.0,35.0,15.0,0.3,1000.0,64.0,0.4341358542442322
84,2.0,35.0,15.0,0.3,10000.0,24.0,0.4877534577002128
85,2.0,35.0,20.0,0.3,0.0,62.0,0.39026463745782775
86,2.0,35.0,20.0,0.3,10.0,51.0,0.4213928099100788
87,2.0,35.0,20.0,0.3,100.0,27.0,0.4972769853969415
88,2.0,35.0,20.0,0.3,1000.0,90.0,0.3959678872488439
89,2.0,35.0,20.0,0.3,10000.0,51.0,0.3862205585464835
