param_id,num_layers,hidden1,hidden2,dropout,epochs_trained,val_error
306,1.0,30.0,15.0,0.3,74.2,0.36341317131494477
324,1.0,30.0,45.0,0.3,60.8,0.3688808292460938
138,1.0,15.0,35.0,0.3,107.2,0.37267704394956425
441,1.0,40.0,40.0,0.3,68.2,0.37450167657807465
555,1.0,50.0,30.0,0.3,64.0,0.37582176029682157
319,1.0,30.0,35.0,0.5,89.8,0.37730118272205193
307,1.0,30.0,15.0,0.5,95.2,0.3788194485629598
315,1.0,30.0,30.0,0.3,62.2,0.3789534913686414
564,1.0,50.0,45.0,0.3,63.4,0.3793733064706127
99,2.0,10.0,20.0,0.3,97.4,0.38325687125325203
354,2.0,30.0,45.0,0.3,63.8,0.3837119539268315
192,1.0,20.0,25.0,0.3,73.0,0.3840631977965434
258,1.0,25.0,35.0,0.3,90.0,0.38418894329418735
375,1.0,35.0,30.0,0.3,55.2,0.3843487678095698
84,1.0,10.0,45.0,0.3,111.6,0.3845235494586329
318,1.0,30.0,35.0,0.3,63.2,0.3847297130152583
147,1.0,15.0,50.0,0.3,96.6,0.3851602931817372
162,2.0,15.0,25.0,0.3,77.2,0.3856340276077389
327,1.0,30.0,50.0,0.3,60.2,0.38600047981987395
189,1.0,20.0,20.0,0.3,86.8,0.38640655055642126
312,1.0,30.0,25.0,0.3,61.6,0.3881530172812442
325,1.0,30.0,45.0,0.5,71.2,0.3892080976938208
510,2.0,45.0,5.0,0.3,64.4,0.39111782805994155
489,1.0,45.0,20.0,0.3,62.6,0.3921109215045968
123,1.0,15.0,10.0,0.3,90.8,0.39262736135472853
264,1.0,25.0,45.0,0.3,77.2,0.3926350703462958
499,1.0,45.0,35.0,0.5,72.4,0.39275753640880184
442,1.0,40.0,40.0,0.5,66.8,0.39296040497720236
355,2.0,30.0,45.0,0.5,59.8,0.3930872616668542
204,1.0,20.0,45.0,0.3,61.8,0.39311520677680767
387,1.0,35.0,50.0,0.3,57.0,0.3936663391068577
448,1.0,40.0,50.0,0.5,68.4,0.39388913853714863
447,1.0,40.0,50.0,0.3,54.2,0.39413298874472574
309,1.0,30.0,20.0,0.3,62.6,0.3947397503380974
384,1.0,35.0,45.0,0.3,62.2,0.39495586665968097
444,1.0,40.0,45.0,0.3,66.2,0.39497178954382733
567,1.0,50.0,50.0,0.3,45.0,0.3957273387039701
498,1.0,45.0,35.0,0.3,62.4,0.3965943552243213
556,1.0,50.0,30.0,0.5,61.0,0.39659624012808
568,1.0,50.0,50.0,0.5,57.8,0.3969247177864114
477,2.0,40.0,50.0,0.3,59.0,0.3974550813746949
141,1.0,15.0,40.0,0.3,79.8,0.398118696299692
268,1.0,25.0,50.0,0.5,78.6,0.3987280288090308
261,1.0,25.0,40.0,0.3,63.6,0.39909733521441615
430,1.0,40.0,20.0,0.5,61.8,0.3991218547026316
435,1.0,40.0,30.0,0.3,56.2,0.3991850221219162
195,1.0,20.0,30.0,0.3,75.6,0.39934243538106473
516,2.0,45.0,15.0,0.3,50.4,0.3994009858928621
267,1.0,25.0,50.0,0.3,49.8,0.39955329876393075
