,train,val,test
1026,71.00827842763678,106.89068903228706,95.89688063969903
1761,112.97485802358537,104.81176538094088,133.14626999362895
574,2.317464076196208,2.2645703950442497,2.285716360884108
1086,7.391817198583775,8.15537308579167,7.877443826340375
953,0.4404112074270958,0.3458809058593308,0.3899156489082537
1101,40.24844518032956,32.97661025755932,35.77287435158159
522,3.563088970103413,2.496302444291547,2.8856437876192813
502,7.009924218965655,8.05652905177578,7.180201544470085
319,8.84639809014488,9.556950901655158,9.179154958524784
511,3.574606807209468,2.6161084520454247,3.355304991051593
1092,26.027211601263335,28.473037590951776,30.466476472779622
958,0.3158422824866273,0.3251962147522327,0.3054103714573053
1683,10.26900710965787,15.213103348467,14.19049435122723
506,2.606136112226432,1.7593323255156414,1.4286504158334794
292,5.045028404311382,4.451219395010903,4.265339664691414
541,23.596102442838454,20.540363464249232,27.843008772543538
1654,8.132098646662008,8.495398942926698,7.85746119691063
597,217.49171262765518,113.59175426807414,103.92026147338132
386,17.818219577697484,13.230817484737383,8.903431959830407
60,3.469585397742156,2.4666054313367987,2.953620400921793
1864,29.40809256353241,21.851125588491772,21.145828713011507
920,3.0793461688001056,4.013762109679675,7.908522687956425
57,9.083423748617012,9.125700838233744,8.421883496189563
399,3.4527857487514177,3.064981399385751,5.086258890086566
1776,7.467658541633316,6.7910598355810246,11.69325371999731
393,17.113524145876926,18.2471424143798,24.693364143144212
451,31.199708097852163,27.698613940003984,36.804126172766416
1753,557.5447457463065,560.0367917764021,593.6098766616411
1762,29.74806013073592,29.82449604325962,28.915200223392723
1714,17.796372158433815,21.587459328796932,26.49282260518511
938,1.5006081317875553,2.016645039717417,1.528448044487161
421,20.872606945901566,31.77542184801626,24.250293496092368
488,4.069388669929081,4.123355090044719,3.7924661061396563
362,7.132950002666212,6.090600308927299,6.014282267957076
390,3.1771861713915115,3.31128830118408,3.012657591530562
300,14.411374754724491,13.992773049118487,12.82256245227121
517,2.3604899895245577,2.570415123092279,2.352194427165352
293,7.140466762992727,8.203722393648277,6.507542472176971
372,1.287979174063537,1.2561438539692151,1.0164637063205495
1634,23.231209507347927,24.77571029254738,24.392962085919613
798,1.9710248700967512,2.4548880402961166,7.059560822349831
63,8.461009279619573,8.143900440355319,6.653872373330465
939,0.7807363691474888,1.000533371186413,0.4386976871932325
1122,9.998805513842257,7.950338640026014,10.466242121479965
601,23.32255949306154,23.187966482179124,21.770287310219043
1756,128.85997765184356,155.48522582830913,155.7541086930939
373,15.32021614594179,19.301905403400472,20.1040122435108
1754,12.347915376781545,12.007715101486262,17.42050942395422
870,261.2671829997994,551.1276775108305,232.2250718262061
895,65.59856680978996,411.6089021646606,95.83217972481157
1869,53.89655503334152,45.16411463896316,42.33039408399372
385,0.7332283038871955,0.6297695330493159,0.9386509561402311
297,184.21609853853653,180.96263897121432,193.7739059322566
572,1.3074638394116187,0.34842348797605815,0.3578051923404414
367,2.1898457278591277,2.2110983118662326,1.884428973793481
384,31.927485813049127,31.32501943194133,22.307223052771366
509,4.867278081843314,4.692748772418549,4.873324941169846
473,0.9281744837330712,0.9422411647385966,0.8928686079740329
398,7.11315254871309,6.992454535961253,7.8890177363805725
784,0.9907561687263209,1.6968528735897366,2.8087585477038957
1739,9.093525690959087,9.985835346333179,11.958720117780368
575,5.317419510465864,5.8046044628625335,5.847702788317733
884,230.3508757495972,330.84948222170993,201.69945205701035
7313,39.484371498366926,31.71822784053456,38.16723039023225
885,0.26765505460033784,0.19110342053647308,0.27406762592182293
131,30.155186958263023,33.7816671222659,39.08520124995315
423,20.53174682769792,15.865351946916636,17.691228217809606
492,5.875409088157182,6.778476029241853,7.7055719310749495
1036,140.51752860987096,153.7509840754762,140.3228790276063
1125,20.614772933123135,23.77971174547783,22.36632446730767
1586,12.029788830519811,15.731923737732654,18.818812141684695
1237,7.9650145290554795,7.2885847299824125,11.811304905648516
1249,0.4393155228275504,0.07634129416194665,0.0591572156256202
204,9.12395362873317,9.799790281828333,19.28302776280041
542,9.235773052463333,6.275450862799682,10.872016142643131
456,3.2332781133305697,3.2515628916944395,2.645448804697876
1587,16.17071676119383,19.665681146524197,22.81580108595351
1645,5.790671494425073,6.643447835113295,6.975493439682762
1655,6.455621489717469,8.469133685875223,8.244543801841933
893,4.871273853128753,3.7965934142239743,15.381979758843185
416,17.41134459117139,20.172663936952617,19.83691135582454
1777,60.294916489757135,53.54731714584317,59.13100486810707
1592,21.48599273642794,22.216770152724724,25.195873483182147
1744,1.6260679063800616,1.5174190779302497,1.672456584301936
780,2.5789970573865357,7.12180568653387,5.670297214737433
7318,55.02093505669535,61.09570117195211,79.09035409905282
355,18.713352765813543,27.673314635276533,33.11689736323509
307,83.4652689808672,191.9143823591024,88.25052099712678
536,3.2193676776374227,2.6294542272455126,2.7407876926777917
415,7.576915513241799,7.056779464058372,11.002823691466425
1740,23.231209507347927,24.77571029254738,24.392962085919613
1848,56.923441946991886,49.99029135614503,47.50946824971945
