,train,val,test
1740,0.6373703031749345,0.6469563213044331,0.5568851167286016
1654,0.649799106296971,0.6984863864211788,0.7217826147777098
57,0.38989603072083356,0.2965698319413602,0.40023663839356516
939,0.07765242168090791,-0.005265965056073352,-0.6960127713174298
575,0.7835754502358725,0.6077670787881984,0.7129138905415937
386,0.8275405718854243,0.8419518862509799,0.4136729802858222
1112,0.5354266100535368,0.44770015313200684,0.5301383610593735
1655,0.712002196792384,0.5783203172095082,0.5827224271680007
1121,0.5708549818902899,0.36524197636483813,0.5804540533470457
1848,-0.012821462307646136,-0.012173059945707054,-0.06566911366013195
1592,0.5380143669257791,0.6331527108005103,0.4323571859057337
517,0.5554761033742425,0.4244427650362981,0.29093838733350086
542,0.8884022772846526,0.9261671288245461,0.8957153462836157
1122,0.7832636881633095,0.8506712788122882,0.7904915544981632
1756,0.5521962043228581,0.4521308859400174,0.5865204350082026
1739,0.8415202786654824,0.7440355872719961,0.715110091717192
292,0.48695549468402244,0.5590685026426514,0.6209017616142244
837,0.9363908969678791,0.8011098311912002,0.13801843745410214
378,0.4482845378113791,0.46704056131732474,0.2807130177684686
1864,-0.0123019415203649,-0.09209849989176222,-0.03929817778761091
1645,0.5957032521336751,0.5516642676536465,0.4412948002292061
893,0.7085180534072486,0.5971723093298009,0.2712498534836939
511,0.9079612973350009,0.8822035680396423,0.9088083650586365
1703,0.3677006569308323,0.2359039602019799,-0.02777478877415107
506,0.32977258140274,0.31086960403431996,0.1954026224249482
597,0.005187963500985826,-0.22575053052913052,-0.6126894966675756
1683,0.7477438939724819,0.6111224027952138,0.5706004651209533
1086,0.09903154463373387,-0.0085363165457637,0.00172947834042525
953,0.020955000785476297,0.00020888822058695578,0.011345806994606744
1017,0.621463282547464,0.6617043223656167,0.5903243171100135
1754,0.5871947717911161,0.5351787190287278,0.3841578796079459
7318,0.9548642948927271,0.9486860773052486,0.9323759925041465
1851,0.22528593929828644,0.23497982352210123,0.29713504493363185
63,0.7027405699462352,0.7324854187633826,0.7792570720281262
885,0.5783520694739266,0.5982382589943069,0.33058197335122785
456,0.796010021510856,0.7286520603094202,0.26734936284989264
55,0.5284121419689973,0.6735054790441664,0.6537061157224162
1869,-0.01206788542185655,-0.019091750450995315,-0.008521878188754606
399,0.8390558161924754,0.853365880123619,0.5391582459790383
293,0.6154683895954891,0.5517386158894095,0.6140210940321652
870,0.33875951243758373,0.3110336691125135,0.5562853688739708
398,0.5377503707496478,0.5534399077802243,0.539013056126612
920,0.9616192009922252,0.9596080705397725,0.7770081211331411
1777,0.7035731510609874,0.6949613752444663,0.7743286890394446
421,0.6101612965503211,0.5461978258332031,0.4419477320555186
1744,0.7641908073964687,0.6242164601275024,0.6898933331207545
1249,0.16101953440740047,0.165549215450694,-11.686187853997842
1092,0.6077129085978736,0.6187829315263447,0.5181868542619221
1752,0.9054090742235031,0.8595867960709831,0.8829847520035803
541,0.18001119897005635,0.20195910225357938,0.22515115635971672
574,0.6216152140922107,0.4519631944899396,0.4983715763440274
492,0.1743785701811792,0.08074866959437543,-0.005845970093749875
1101,0.038479764624931745,0.002464729044989622,0.03199378194901625
