,train,val,test
1026,31.303431303701085,41.14296431674789,39.74606694208753
1761,31.153010077304966,31.964017380071706,37.92050574127294
574,35.37701046690387,27.236416413276526,28.329797946429558
1086,74.06580862393854,85.34064880265097,88.52820673986237
953,91.32473139363803,83.16055086811416,93.03362649253461
1101,54.35904393748137,56.178494964148506,58.45713183869418
522,16.66811249310776,16.425057308664798,14.518052817893862
502,36.47693880828307,39.20416094623956,25.745835506482518
319,9.711268643058055,6.414178809647719,1.7859948826113343
511,2.9846689030384925,7.801976622389271,3.5692076788846387
1092,59.03670520578341,60.59428614938099,57.965725306182364
958,63.74306895096429,65.0746442114624,63.59692091869944
1683,39.80662543007165,49.769570559860995,45.922245769016875
506,46.8404343488106,44.75803246240495,47.66064406812736
292,51.16506913374635,50.61081504796689,46.99031072243346
541,39.9917300238732,35.70572216674072,37.62339219438308
1654,60.03740084521054,53.265450890380464,57.246123624412654
597,31.425582628938923,14.609918284384754,15.086116000518949
386,23.9454824074121,14.355192151308506,-13.979566828003994
60,18.80040681783331,12.471180478571886,17.09122388095021
1864,56.36351545007794,38.445487514607414,52.26448018407384
920,1.4188950753596958,4.766939477593232,16.220893558550504
57,76.78111795451868,81.64604171741703,85.03912073608414
399,15.00066705028821,16.810983892066975,21.295227098958446
1776,22.713049572506087,23.078979907990355,34.514889129416254
393,18.489695478237305,28.959169777490484,32.85502050344534
451,39.27931262831528,40.20900451356824,45.961956760432486
1753,12.034086684847779,8.160399178413222,4.369823726841067
1762,44.89386840097021,38.28622504282087,42.82006369488595
1714,40.4202822205917,45.90967842703284,46.64033959598747
938,73.35984460432645,66.50016468096594,66.28498931984747
421,33.32219337290565,41.12695675979993,45.83663200983975
488,40.335751708906905,46.4097447661338,44.334541310372714
362,41.2294503371667,49.77655436559465,61.79013735206842
390,56.07695358798741,56.495858689136334,55.28699699093648
300,35.95886004021724,31.847009709127164,29.129283209413035
517,39.28307635985548,38.80446133671794,42.025052293391624
293,42.09948388648053,34.37954161592711,37.284939584056936
372,11.586844102050476,11.642271003338939,9.197134486294324
1634,49.24938974925843,49.796869003105456,44.695696673930236
798,28.86390275649053,31.075604139577944,52.6545993560371
63,67.89280485808928,68.98416218203197,71.23606042183826
939,86.32887471313879,81.63848412511429,52.35144763720917
1122,39.488682891879456,34.63048884403654,39.33335318547258
601,38.72045632779546,36.940981452132704,37.35163387046152
1756,35.02654023354416,38.21049755549867,38.74360341890686
373,19.384946914857018,22.82469985254548,23.653176044767598
1754,43.961099223522886,44.40762354149856,51.86636246716105
870,26.750078043040027,51.037214269173035,24.163005509112654
895,1.951948163467721,35.274017831047985,4.950433667028576
1869,54.76451178933324,49.69075128456435,55.59565660246846
385,33.63491725615198,37.918389146996375,44.61980081370181
297,52.11487479851542,55.66986346764165,55.10399421587035
572,50.86915162807253,47.79568123994361,46.777995179759706
367,56.9881939072835,53.644100778631845,54.61205149235915
384,45.88550738545855,38.180605331623525,39.30818673567129
509,26.261833218642774,19.953391508865653,20.169757159518007
473,50.18095214175221,51.8962779600958,47.253006580744874
398,49.32922704322362,54.176206475731014,60.29953903818754
784,18.9815325175505,22.51524004865964,43.944086986785656
1739,29.655937407619454,30.892920778751705,30.544620748065373
575,23.887390183047696,9.096808807940569,22.52382368370839
884,3.935360289601882,33.0355115089085,-6.149364588980329
7313,24.923839330580293,7.287963510545566,26.136362668508028
885,35.25268409026049,7.196884420023389,54.67372547715007
131,42.760907434473026,44.66732442989043,50.54948400219043
423,12.138725488014916,1.88207586915139,9.28669640021764
